USER,COURSE_ID,SCORE
44,RP0105EN,16.0
44,TMP0105EN,14.0
44,excourse73,14.0
44,BD0212EN,14.0
44,SC0103EN,14.0
45,excourse72,16.0
45,excourse73,16.0
45,RP0105EN,16.0
45,BD0212EN,16.0
45,SC0103EN,16.0
46,BD0212EN,20.0
46,RP0105EN,20.0
46,SC0103EN,20.0
46,TMP0105EN,20.0
46,excourse72,20.0
47,RP0105EN,18.0
47,TMP0105EN,16.0
47,excourse72,16.0
47,SC0103EN,16.0
47,excourse73,16.0
48,excourse22,8.0
48,GPXX0IBEN,8.0
48,excourse21,8.0
48,ML0101EN,8.0
48,TA0106EN,8.0
49,excourse72,4.0
49,BD0211EN,4.0
49,GPXX097UEN,4.0
49,BD0145EN,4.0
49,excourse70,4.0
51,DX0106EN,2.0
51,excourse83,2.0
51,RP0101EN,2.0
51,ML0151EN,2.0
51,DV0151EN,2.0
52,RP0105EN,8.0
52,SC0103EN,6.0
52,GPXX0TY1EN,6.0
52,excourse31,6.0
52,excourse72,6.0
53,excourse31,6.0
53,excourse72,6.0
53,excourse73,6.0
53,RP0105EN,6.0
53,SC0103EN,6.0
54,GPXX0TY1EN,4.0
54,WA0103EN,4.0
54,excourse32,2.0
54,excourse25,2.0
54,SW0101EN,2.0
55,excourse31,6.0
55,excourse72,6.0
55,excourse73,6.0
55,RP0105EN,6.0
55,SC0103EN,6.0
56,excourse72,16.0
56,excourse73,16.0
56,RP0105EN,16.0
56,BD0212EN,16.0
56,SC0103EN,16.0
57,excourse72,4.0
57,BD0211EN,4.0
57,GPXX097UEN,4.0
57,BD0145EN,4.0
57,excourse70,4.0
58,excourse21,19.0
58,ML0122EN,19.0
58,GPXX0IBEN,19.0
58,ML0101EN,19.0
58,DX0106EN,19.0
59,excourse72,4.0
59,BD0211EN,4.0
59,GPXX097UEN,4.0
59,BD0145EN,4.0
59,excourse70,4.0
60,GPXX0TY1EN,6.0
60,WA0103EN,6.0
60,excourse33,4.0
60,excourse41,4.0
60,TMP0105EN,4.0
61,excourse72,76.0
61,excourse73,76.0
61,TMP0105EN,76.0
61,excourse31,60.0
61,BD0141EN,56.0
62,excourse31,6.0
62,excourse72,6.0
62,excourse73,6.0
62,RP0105EN,6.0
62,SC0103EN,6.0
63,RP0105EN,54.0
63,TMP0105EN,52.0
63,SC0103EN,52.0
63,excourse72,52.0
63,excourse73,52.0
64,excourse03,4.0
64,BD0101EN,4.0
64,TMP0105EN,4.0
64,BD0212EN,4.0
64,excourse42,4.0
65,excourse09,2.0
65,excourse39,2.0
65,excourse32,2.0
65,excourse33,2.0
65,excourse34,2.0
66,DX0106EN,2.0
66,excourse83,2.0
66,RP0101EN,2.0
66,ML0151EN,2.0
66,DV0151EN,2.0
67,excourse73,8.0
67,excourse31,8.0
67,excourse05,8.0
67,excourse03,8.0
67,BD0212EN,8.0
68,GPXX0IBEN,6.0
68,GPXX0PG8EN,4.0
68,TMP0101EN,4.0
68,PA0103EN,4.0
68,excourse40,4.0
78,BD0115EN,4.0
78,BD0221EN,4.0
78,excourse72,4.0
78,excourse71,4.0
78,excourse69,4.0
79,TMP0105EN,10.0
79,RP0105EN,10.0
79,excourse73,10.0
79,excourse72,10.0
79,BD0212EN,10.0
80,excourse03,4.0
80,BD0101EN,4.0
80,TMP0105EN,4.0
80,BD0212EN,4.0
80,excourse42,4.0
93,ML0151EN,4.0
93,ML0122ENv1,2.0
93,ML0101EN,2.0
93,GPXX0BUBEN,2.0
93,SW0201EN,2.0
102,PA0107EN,4.0
102,GPXX04P5EN,4.0
102,GPXX01DCEN,4.0
102,PA0101EN,4.0
102,TA0106EN,4.0
103,ML0111EN,2.0
103,ML0101ENv3,2.0
103,GPXX0ZMZEN,2.0
103,CB0201EN,2.0
103,excourse40,2.0
104,RP0105EN,6.0
104,BD0212EN,4.0
104,BD0143EN,4.0
104,excourse03,4.0
104,excourse05,4.0
106,excourse09,2.0
106,excourse39,2.0
106,excourse32,2.0
106,excourse33,2.0
106,excourse34,2.0
107,ML0122EN,4.0
107,excourse21,4.0
107,ML0101EN,4.0
107,excourse22,4.0
107,DX0108EN,4.0
108,TA0106EN,4.0
108,GPXX0IBEN,4.0
108,BD0151EN,4.0
108,PA0103EN,4.0
108,GPXX0KHHEN,4.0
109,excourse09,2.0
109,excourse39,2.0
109,excourse32,2.0
109,excourse33,2.0
109,excourse34,2.0
110,excourse72,6.0
110,GPXX0IBEN,6.0
110,excourse73,6.0
110,BD0211EN,6.0
110,TMP0105EN,6.0
111,excourse03,8.0
111,excourse73,8.0
111,excourse71,8.0
111,excourse70,8.0
111,BD0145EN,8.0
112,excourse72,4.0
112,BD0211EN,4.0
112,GPXX097UEN,4.0
112,BD0145EN,4.0
112,excourse70,4.0
113,excourse73,14.0
113,SC0103EN,14.0
113,RP0105EN,14.0
113,TMP0105EN,14.0
113,BD0212EN,14.0
114,excourse64,2.0
114,ML0122ENv1,2.0
114,BD0151EN,2.0
114,DS0201EN,2.0
114,RP0101EN,2.0
116,ML0101EN,34.0
116,excourse21,34.0
116,excourse22,34.0
116,GPXX0IBEN,30.0
116,TA0106EN,30.0
117,excourse70,4.0
117,excourse73,4.0
117,excourse71,4.0
117,BD0141EN,4.0
117,excourse04,4.0
118,excourse72,4.0
118,BD0101EN,4.0
118,TMP0105EN,4.0
118,excourse03,4.0
118,BD0212EN,4.0
119,TA0106EN,6.0
119,SC0103EN,6.0
119,excourse73,6.0
119,excourse72,6.0
119,GPXX0IBEN,6.0
120,excourse64,2.0
120,excourse21,2.0
120,RP0101EN,2.0
120,excourse66,2.0
120,excourse65,2.0
121,TMP0105EN,6.0
121,excourse72,6.0
121,excourse73,6.0
121,RP0105EN,6.0
121,BD0212EN,6.0
122,RP0105EN,4.0
122,DV0151EN,4.0
122,excourse85,4.0
122,excourse84,4.0
122,excourse83,4.0
123,RP0105EN,20.0
123,TMP0105EN,18.0
123,BD0212EN,18.0
123,GPXX0IBEN,18.0
123,SC0103EN,18.0
125,BC0202EN,2.0
125,BC0101EN,2.0
125,BC0201EN,2.0
125,excourse93,0.0
125,GPXX0IHMEN,0.0
131,excourse64,2.0
131,excourse21,2.0
131,RP0101EN,2.0
131,excourse66,2.0
131,excourse65,2.0
132,TA0106EN,4.0
132,GPXX0IBEN,4.0
132,BD0151EN,4.0
132,PA0103EN,4.0
132,GPXX0KHHEN,4.0
133,excourse72,4.0
133,BD0211EN,4.0
133,GPXX097UEN,4.0
133,BD0145EN,4.0
133,excourse70,4.0
134,excourse03,4.0
134,BD0101EN,4.0
134,TMP0105EN,4.0
134,BD0212EN,4.0
134,excourse42,4.0
135,TA0106EN,4.0
135,GPXX0IBEN,4.0
135,BD0151EN,4.0
135,PA0103EN,4.0
135,GPXX0KHHEN,4.0
136,excourse64,2.0
136,excourse21,2.0
136,RP0101EN,2.0
136,excourse66,2.0
136,excourse65,2.0
137,BD0115EN,4.0
137,BD0221EN,4.0
137,excourse72,4.0
137,excourse71,4.0
137,excourse69,4.0
138,excourse64,2.0
138,ML0122ENv1,2.0
138,BD0151EN,2.0
138,DS0201EN,2.0
138,RP0101EN,2.0
146,BD0212EN,8.0
146,BD0211EN,8.0
146,excourse73,8.0
146,SC0103EN,8.0
146,excourse72,8.0
147,excourse72,6.0
147,excourse73,6.0
147,RP0105EN,6.0
147,BD0211EN,6.0
147,TMP0105EN,6.0
154,GPXX0T3CEN,6.0
154,CO0401EN,6.0
154,excourse43,6.0
154,GPXX0TY1EN,6.0
154,GPXX0LLEEN,6.0
452,RP0105EN,24.0
452,RP0103EN,18.0
452,DA0151EN,15.0
452,excourse37,15.0
452,DX0106EN,15.0
589,excourse04,15.0
589,excourse73,15.0
589,BD0212EN,15.0
589,SC0103EN,15.0
589,excourse31,15.0
704,excourse31,30.0
704,TA0106EN,30.0
704,excourse73,27.0
704,TMP0105EN,27.0
704,RP0105EN,27.0
768,PA0107EN,2.0
768,RP0103,2.0
768,SW0201EN,2.0
768,TA0105,2.0
768,RP0151EN,2.0
866,ML0101EN,6.0
866,BD0211EN,6.0
866,GPXX0IBEN,6.0
866,BD0212EN,6.0
866,excourse72,6.0
1321,excourse36,4.0
1321,DA0101EN,4.0
1321,excourse20,4.0
1321,GPXX0Q8AEN,4.0
1321,excourse23,4.0
1383,excourse73,21.0
1383,RP0105EN,21.0
1383,BD0212EN,21.0
1383,BD0211EN,21.0
1383,excourse72,21.0
1804,CB0201EN,2.0
1804,GPXX0IBEN,2.0
1804,GPXX0ZMZEN,2.0
1804,GPXX0742EN,2.0
1804,excourse40,2.0
1938,CO0401EN,21.0
1938,excourse43,21.0
1938,excourse44,21.0
1938,HCC104EN,18.0
1938,CC0210EN,18.0
2191,excourse23,15.0
2191,excourse38,15.0
2191,excourse62,15.0
2191,GPXX0Q8AEN,15.0
2191,DX0108EN,15.0
2674,excourse03,4.0
2674,BD0101EN,4.0
2674,TMP0105EN,4.0
2674,BD0212EN,4.0
2674,excourse42,4.0
3087,SC0103EN,27.0
3087,BD0121EN,27.0
3087,BD0141EN,27.0
3087,BD0143EN,27.0
3087,DB0151EN,27.0
3264,HCC104EN,2.0
3264,CC0210EN,2.0
3264,GPXX04V3EN,2.0
3264,excourse24,2.0
3264,CO0301EN,2.0
3450,excourse22,12.0
3450,ML0101EN,12.0
3450,ML0122EN,12.0
3450,excourse62,12.0
3450,excourse21,12.0
4930,excourse44,12.0
4930,excourse43,12.0
4930,CO0401EN,12.0
4930,CC0271EN,9.0
4930,CO0201EN,9.0
5053,excourse62,21.0
5053,TMP107,21.0
5053,ML0101EN,21.0
5053,excourse22,21.0
5053,DX0106EN,21.0
5555,GPXX0IBEN,6.0
5555,GPXX0PG8EN,4.0
5555,GPXX0KHHEN,4.0
5555,GPXX01DCEN,4.0
5555,excourse40,4.0
6002,excourse73,18.0
6002,BD0212EN,18.0
6002,RP0105EN,18.0
6002,BD0211EN,18.0
6002,TMP0105EN,18.0
6092,TMP0105EN,6.0
6092,excourse72,6.0
6092,excourse73,6.0
6092,RP0105EN,6.0
6092,BD0212EN,6.0
6449,excourse04,18.0
6449,excourse06,18.0
6449,excourse10,15.0
6449,excourse05,15.0
6449,excourse72,15.0
6847,CC0101EN,2.0
6847,HCC104EN,2.0
6847,SECM03EN,2.0
6847,SW0201EN,2.0
6847,excourse44,2.0
6868,excourse09,2.0
6868,ST0201EN,2.0
6868,excourse32,2.0
6868,excourse33,2.0
6868,excourse34,2.0
7233,SW0201EN,15.0
7233,SW0101EN,15.0
7233,CO0401EN,12.0
7233,GPXX0QQ3EN,12.0
7233,DS0201EN,12.0
7359,HCC104EN,2.0
7359,CC0210EN,2.0
7359,GPXX04V3EN,2.0
7359,excourse24,2.0
7359,CO0301EN,2.0
7420,ML0101EN,27.0
7420,ML0122EN,27.0
7420,excourse21,27.0
7420,excourse22,27.0
7420,TMP107,24.0
7438,RP0105EN,18.0
7438,excourse71,15.0
7438,TMP0105EN,15.0
7438,DB0151EN,15.0
7438,excourse42,15.0
7442,BD0151EN,4.0
7442,GPXX0IBEN,4.0
7442,excourse21,4.0
7442,GPXX0ZMZEN,4.0
7442,excourse22,4.0
7458,ML0122EN,15.0
7458,GPXX0IBEN,15.0
7458,excourse22,15.0
7458,excourse21,15.0
7458,ML0101EN,15.0
7575,excourse21,15.0
7575,excourse22,15.0
7575,ML0122EN,15.0
7575,ML0101EN,15.0
7575,GPXX0D14EN,15.0
7702,SW0101EN,12.0
7702,excourse22,12.0
7702,GPXX0D14EN,12.0
7702,ML0101EN,12.0
7702,TA0106EN,12.0
7764,excourse93,27.0
7764,GPXX0ADEN,27.0
7764,GPXX0ZG0EN,27.0
7764,OS0101EN,27.0
7764,excourse92,27.0
7789,excourse21,21.0
7789,ML0101EN,21.0
7789,excourse22,21.0
7789,ML0122EN,21.0
7789,excourse49,18.0
7909,GPXX0D14EN,30.0
7909,SW0101EN,30.0
7909,SW0201EN,30.0
7909,GPXX0IBEN,30.0
7909,BD0212EN,27.0
7928,CB0201EN,2.0
7928,CB0101EN,2.0
7928,GPXX0QQ3EN,2.0
7928,GPXX0HZ2EN,0.0
7928,BD0115EN,0.0
8030,GPXX0IBEN,48.0
8030,ML0122EN,45.0
8030,TA0106EN,45.0
8030,RP0105EN,45.0
8030,excourse21,45.0
8059,excourse22,24.0
8059,ML0122EN,24.0
8059,excourse21,24.0
8059,ML0101ENv3,18.0
8059,GPXX0D14EN,18.0
8075,excourse72,51.0
8075,SC0103EN,51.0
8075,excourse73,51.0
8075,TMP0105EN,51.0
8075,BD0212EN,51.0
8805,excourse64,2.0
8805,DS0107,2.0
8805,GPXX0KY1EN,2.0
8805,DS0201EN,2.0
8805,BD0151EN,2.0
9954,CB0201EN,2.0
9954,CB0101EN,2.0
9954,GPXX0QQ3EN,2.0
9954,GPXX0HZ2EN,0.0
9954,BD0115EN,0.0
10215,CB0201EN,2.0
10215,CB0101EN,2.0
10215,GPXX0QQ3EN,2.0
10215,GPXX0HZ2EN,0.0
10215,BD0115EN,0.0
10694,ML0122EN,18.0
10694,excourse22,18.0
10694,excourse21,18.0
10694,GPXX0IBEN,15.0
10694,DX0108EN,15.0
11633,CB0201EN,2.0
11633,CB0101EN,2.0
11633,GPXX0QQ3EN,2.0
11633,GPXX0HZ2EN,0.0
11633,BD0115EN,0.0
12273,TA0106EN,27.0
12273,excourse21,27.0
12273,ML0122EN,27.0
12273,excourse22,27.0
12273,ML0101EN,27.0
12462,CB0201EN,2.0
12462,CB0101EN,2.0
12462,GPXX0QQ3EN,2.0
12462,GPXX0HZ2EN,0.0
12462,BD0115EN,0.0
12833,CB0201EN,2.0
12833,GPXX0IBEN,2.0
12833,GPXX0ZMZEN,2.0
12833,GPXX0742EN,2.0
12833,excourse40,2.0
12834,BD0151EN,4.0
12834,GPXX0IBEN,4.0
12834,excourse21,4.0
12834,GPXX0ZMZEN,4.0
12834,excourse22,4.0
13224,SC0103EN,6.0
13224,BD0212EN,6.0
13224,excourse72,6.0
13224,excourse73,6.0
13224,BD0211EN,6.0
13365,excourse72,6.0
13365,excourse73,6.0
13365,RP0105EN,6.0
13365,BD0211EN,6.0
13365,TMP0105EN,6.0
13944,ML0101EN,24.0
13944,ML0122EN,24.0
13944,excourse21,24.0
13944,excourse22,24.0
13944,GPXX0IBEN,18.0
14010,RP0105EN,18.0
14010,TA0106EN,14.0
14010,ML0101EN,12.0
14010,ML0122EN,12.0
14010,BD0212EN,12.0
14030,RP0105EN,19.0
14030,excourse20,17.0
14030,excourse36,17.0
14030,GPXX0Q8AEN,17.0
14030,excourse23,17.0
14322,excourse21,6.0
14322,excourse22,6.0
14322,ML0101EN,6.0
14322,GPXX0KHHEN,4.0
14322,DX0108EN,4.0
14392,excourse21,6.0
14392,excourse22,6.0
14392,ML0101EN,6.0
14392,GPXX0KHHEN,4.0
14392,DX0108EN,4.0
14811,excourse10,2.0
14811,RP0103EN,2.0
14811,DB0101EN,2.0
14811,BD0123EN,2.0
14811,BD0135EN,2.0
15055,excourse22,15.0
15055,BD0212EN,15.0
15055,excourse21,15.0
15055,excourse72,15.0
15055,excourse73,15.0
15508,BD0151EN,4.0
15508,GPXX0IBEN,4.0
15508,excourse21,4.0
15508,GPXX0ZMZEN,4.0
15508,excourse22,4.0
15577,CB0201EN,2.0
15577,CB0101EN,2.0
15577,GPXX0QQ3EN,2.0
15577,GPXX0HZ2EN,0.0
15577,BD0115EN,0.0
15662,excourse72,39.0
15662,SC0103EN,39.0
15662,TMP0105EN,39.0
15662,RP0105EN,39.0
15662,excourse73,39.0
16030,GPXX0D14EN,18.0
16030,SW0101EN,18.0
16030,SW0201EN,18.0
16030,GPXX01DCEN,15.0
16030,GPXX0ZMZEN,15.0
16164,excourse31,51.0
16164,excourse72,45.0
16164,excourse73,45.0
16164,RP0105EN,45.0
16164,TMP0105EN,45.0
16941,DX0106EN,18.0
16941,ML0101EN,18.0
16941,excourse22,18.0
16941,DX0108EN,18.0
16941,excourse21,18.0
16951,DX0106EN,18.0
16951,ML0101EN,18.0
16951,excourse22,18.0
16951,DX0108EN,18.0
16951,excourse21,18.0
16963,TMP0105EN,24.0
16963,excourse73,24.0
16963,RP0105EN,24.0
16963,SC0103EN,24.0
16963,BD0212EN,24.0
16982,excourse64,2.0
16982,DS0107,2.0
16982,GPXX0KY1EN,2.0
16982,DS0201EN,2.0
16982,BD0151EN,2.0
18040,GPXX0IBEN,41.0
18040,excourse22,35.0
18040,ML0122EN,35.0
18040,excourse21,35.0
18040,PA0107EN,32.0
18169,excourse71,27.0
18169,BD0143EN,27.0
18169,GPXX0M6UEN,27.0
18169,excourse31,27.0
18169,SC0103EN,27.0
18508,CB0201EN,2.0
18508,GPXX0IBEN,2.0
18508,GPXX0ZMZEN,2.0
18508,GPXX0742EN,2.0
18508,excourse40,2.0
19496,BD0151EN,4.0
19496,GPXX0IBEN,4.0
19496,excourse21,4.0
19496,GPXX0ZMZEN,4.0
19496,excourse22,4.0
19661,excourse72,33.0
19661,TMP0105EN,33.0
19661,excourse73,33.0
19661,BD0212EN,33.0
19661,RP0105EN,33.0
20292,GPXX0Q8AEN,15.0
20292,GPXX04V3EN,15.0
20292,excourse20,15.0
20292,excourse23,15.0
20292,excourse38,15.0
20833,excourse73,42.0
20833,TMP0105EN,42.0
20833,SC0103EN,42.0
20833,excourse72,42.0
20833,BD0212EN,42.0
20948,TA0106EN,15.0
20948,excourse04,12.0
20948,BD0141EN,12.0
20948,BD0143EN,12.0
20948,DB0151EN,12.0
21475,GPXX0IBEN,12.0
21475,GPXX0PG8EN,10.0
21475,BD0212EN,10.0
21475,GPXX0KY1EN,10.0
21475,GPXX0TY1EN,10.0
21577,excourse72,99.0
21577,excourse73,99.0
21577,TMP0105EN,99.0
21577,GPXX097UEN,81.0
21577,excourse10,81.0
21709,BD0212EN,24.0
21709,TA0106EN,24.0
21709,SC0103EN,24.0
21709,TMP0105EN,24.0
21709,excourse73,24.0
21750,SC0103EN,78.0
21750,RP0105EN,78.0
21750,excourse72,78.0
21750,excourse73,78.0
21750,TMP0105EN,78.0
22492,excourse21,21.0
22492,ML0122EN,21.0
22492,excourse22,21.0
22492,GPXX0IBEN,18.0
22492,BD0151EN,15.0
22708,BD0151EN,4.0
22708,GPXX0IBEN,4.0
22708,excourse21,4.0
22708,GPXX0ZMZEN,4.0
22708,excourse22,4.0
23641,HCC104EN,2.0
23641,CC0210EN,2.0
23641,GPXX04V3EN,2.0
23641,excourse24,2.0
23641,CO0301EN,2.0
23794,BD0151EN,4.0
23794,GPXX0IBEN,4.0
23794,excourse21,4.0
23794,GPXX0ZMZEN,4.0
23794,excourse22,4.0
23877,excourse93,27.0
23877,GPXX0ADEN,27.0
23877,GPXX0ZG0EN,27.0
23877,OS0101EN,27.0
23877,excourse92,27.0
24234,BD0211EN,39.0
24234,excourse03,39.0
24234,excourse31,39.0
24234,DB0151EN,39.0
24234,BD0143EN,39.0
24632,excourse64,2.0
24632,DS0107,2.0
24632,GPXX0KY1EN,2.0
24632,DS0201EN,2.0
24632,BD0151EN,2.0
24743,excourse44,45.0
24743,excourse43,45.0
24743,SW0101EN,36.0
24743,SW0201EN,36.0
24743,SECM03EN,33.0
24868,GPXX0PG8EN,4.0
24868,GPXX0IBEN,4.0
24868,TMP0105EN,4.0
24868,GPXX0KY1EN,4.0
24868,BD0211EN,4.0
25618,HCC104EN,2.0
25618,CC0210EN,2.0
25618,GPXX04V3EN,2.0
25618,excourse24,2.0
25618,CO0301EN,2.0
26339,excourse71,30.0
26339,excourse73,30.0
26339,excourse72,30.0
26339,TMP0105EN,30.0
26339,excourse70,30.0
26454,GPXX0KY1EN,21.0
26454,excourse06,21.0
26454,GPXX0PG8EN,21.0
26454,GPXX0IBEN,21.0
26454,excourse04,21.0
26609,excourse64,2.0
26609,ML0122ENv1,2.0
26609,BD0151EN,2.0
26609,DS0201EN,2.0
26609,RP0101EN,2.0
28895,HCC104EN,2.0
28895,CC0210EN,2.0
28895,GPXX04V3EN,2.0
28895,excourse24,2.0
28895,CO0301EN,2.0
29733,HCC104EN,2.0
29733,CC0210EN,2.0
29733,GPXX04V3EN,2.0
29733,excourse24,2.0
29733,CO0301EN,2.0
29962,BD0151EN,4.0
29962,GPXX0KHHEN,4.0
29962,TA0106EN,4.0
29962,ML0101EN,4.0
29962,GPXX01DCEN,4.0
30031,excourse72,72.0
30031,excourse73,72.0
30031,TMP0105EN,72.0
30031,SC0103EN,72.0
30031,excourse71,54.0
30155,BD0151EN,4.0
30155,GPXX0IBEN,4.0
30155,excourse21,4.0
30155,GPXX0ZMZEN,4.0
30155,excourse22,4.0
30281,CB0201EN,2.0
30281,CB0101EN,2.0
30281,GPXX0QQ3EN,2.0
30281,GPXX0HZ2EN,0.0
30281,BD0115EN,0.0
30958,TA0106EN,18.0
30958,excourse22,15.0
30958,BD0221EN,15.0
30958,excourse69,15.0
30958,excourse21,15.0
31000,SC0103EN,21.0
31000,RP0105EN,21.0
31000,excourse72,21.0
31000,excourse73,21.0
31000,TMP0105EN,21.0
31054,TMP0105EN,16.0
31054,excourse72,16.0
31054,RP0105EN,16.0
31054,excourse73,16.0
31054,SC0103EN,16.0
32009,excourse20,15.0
32009,excourse22,15.0
32009,excourse38,15.0
32009,DX0108EN,15.0
32009,excourse36,15.0
32318,GPXX01DCEN,6.0
32318,BD0151EN,6.0
32318,GPXX04P5EN,6.0
32318,excourse69,6.0
32318,PA0103EN,6.0
32331,TA0106EN,6.0
32331,TMP0105EN,4.0
32331,BD0212EN,4.0
32331,BD0121EN,4.0
32331,GPXX0M6UEN,4.0
32444,TMP0105EN,33.0
32444,RP0105EN,33.0
32444,SC0103EN,33.0
32444,excourse72,33.0
32444,excourse73,33.0
32658,excourse21,18.0
32658,TMP107,18.0
32658,ML0122EN,18.0
32658,excourse22,18.0
32658,excourse62,18.0
32917,TA0106EN,39.0
32917,GPXX0IBEN,39.0
32917,SC0103EN,33.0
32917,excourse21,33.0
32917,excourse22,33.0
32936,RP0105EN,30.0
32936,SC0103EN,27.0
32936,TMP0105EN,27.0
32936,excourse72,27.0
32936,excourse73,27.0
32975,CB0201EN,2.0
32975,CB0101EN,2.0
32975,GPXX0QQ3EN,2.0
32975,GPXX0HZ2EN,0.0
32975,BD0115EN,0.0
33218,excourse09,2.0
33218,ST0201EN,2.0
33218,excourse32,2.0
33218,excourse33,2.0
33218,excourse34,2.0
33357,excourse73,30.0
33357,BD0212EN,30.0
33357,excourse72,30.0
33357,TMP0105EN,30.0
33357,RP0105EN,30.0
33474,BD0212EN,24.0
33474,excourse72,24.0
33474,excourse73,24.0
33474,SC0103EN,24.0
33474,TMP0105EN,24.0
33565,GPXX0IBEN,42.0
33565,ML0122EN,39.0
33565,ML0101EN,39.0
33565,excourse21,39.0
33565,excourse22,39.0
34038,BD0151EN,4.0
34038,GPXX0IBEN,4.0
34038,excourse21,4.0
34038,GPXX0ZMZEN,4.0
34038,excourse22,4.0
34074,RP0105EN,81.0
34074,BD0212EN,78.0
34074,TMP0105EN,78.0
34074,excourse72,78.0
34074,excourse73,78.0
34572,RP0105EN,36.0
34572,TMP0105EN,33.0
34572,excourse72,33.0
34572,excourse73,33.0
34572,SC0103EN,33.0
35928,excourse38,21.0
35928,SC0103EN,21.0
35928,excourse72,21.0
35928,GPXX0Q8AEN,21.0
35928,excourse23,21.0
36235,excourse53,2.0
36235,ML0109EN,2.0
36235,CB0201EN,2.0
36235,GPXX0742EN,2.0
36235,excourse40,2.0
36321,RP0105EN,72.0
36321,TMP0105EN,72.0
36321,excourse72,72.0
36321,excourse73,72.0
36321,excourse71,63.0
36485,TMP0105EN,6.0
36485,excourse72,6.0
36485,excourse73,6.0
36485,RP0105EN,6.0
36485,BD0212EN,6.0
36585,ML0122EN,30.0
36585,excourse21,30.0
36585,excourse22,30.0
36585,GPXX04P5EN,24.0
36585,ML0122ENv1,24.0
37444,TMP0105EN,6.0
37444,excourse72,6.0
